"GRP","pred_day","coin","SEQ","date","close_up","high_up","low_up"
"Set3","09-21 Day","ZRO",1,"09-21 Day","29%,(Sell,15)","25%,(Sell,13)","46%,(Wait,24)"
"Set3","09-21 Day","ZRO",2,"09-22 Day","14%,(Sell,6)","10%,(Sell,5)","33%,(Wait,14)"
"Set3","09-21 Day","ZRO",3,"09-23 Day","37%,(Sell,10)","49%,(Wait,24)","36%,(Sell,8)"
"Set3","09-21 Day","ZRO",4,"09-24 Day","71%,(Sell,12)","35%,(Sell,6)","44%,(Sell,8)"
"Set3","09-21 Day","ZRO",5,"09-25 Day","73%,(Sell,16)","82%,(Sell,9)","83%,(Sell,15)"
"Set3","09-21 Day","ZRO",6,"09-26 Day","73%,(Sell,11)","55%,(Sell,6)","89%,(Sell,16)"
"Set3","09-21 Day","ZRX",1,"09-21 Day","37%,(Sell,19)","24%,(Sell,12)","26%,(Sell,12)"
"Set3","09-21 Day","ZRX",2,"09-22 Day","9%,(Sell,3)","6%,(Sell,2)","4%,(Sell,2)"
"Set3","09-21 Day","ZRX",3,"09-23 Day","9%,(Sell,3)","4%,(Sell,2)","0%,(Sell,0)"
"Set3","09-21 Day","ZRX",4,"09-24 Day","5%,(Sell,2)","0%,(Sell,0)","8%,(Wait,2)"
"Set3","09-21 Day","ZRX",5,"09-25 Day","5%,(Sell,2)","3%,(Sell,1)","23%,(Sell,3)"
"Set3","09-21 Day","ZRX",6,"09-26 Day","5%,(Sell,1)","0%,(Wait,0)","18%,(Sell,4)"
